1,51,64,1
2,28,33,1
3,87,88,1
4,98,94,1
5,98,60,1
6,97,18,1
7,93,45,1
8,51,79,1
9,73,73,1
10,70,0,1
11,45,75,1
12,26,1,1
13,55,7,1
14,99,43,1
15,60,61,1
16,92,18,1
17,19,4,1
18,90,14,1
19,64,9,1
20,37,76,1
21,84,99,1
22,78,66,1
23,67,44,1
24,24,81,1
25,96,59,1
26,91,0,1
27,92,91,1
28,56,99,1
29,5,44,1
30,99,76,1
31,1,43,1
32,18,38,1
33,99,13,1
34,29,29,1
35,28,71,1
36,18,73,1
37,88,51,1
38,71,3,1
39,71,97,1
40,27,58,1
41,90,16,1
42,33,20,1
43,64,52,1
44,53,96,1
45,85,48,1
46,41,22,1
47,4,70,1
48,79,69,1
49,85,72,1
50,27,37,1
51,32,61,1
52,42,35,1
53,11,66,1
54,62,79,1
55,57,5,1
56,82,66,1
57,63,38,1
58,37,61,1
59,7,2,1
60,60,8,1
61,62,67,1
62,53,65,1
63,58,81,1
64,93,37,1
65,16,32,1
66,82,29,1
67,70,70,1
68,3,36,1
69,0,99,1
70,93,29,1
71,26,5,1
72,64,13,1
73,43,1,1
74,22,89,1
75,18,35,1
76,92,82,1
77,65,56,1
78,48,2,1
79,18,12,1
80,28,14,1
81,18,52,1
82,63,40,1
83,88,27,1
84,53,87,1
85,88,10,1
86,94,62,1
87,45,93,1
88,32,13,1
89,64,55,1
90,48,41,1
91,38,99,1
92,60,88,1
93,53,14,1
94,99,24,1
95,45,12,1
96,26,73,1
97,64,14,1
98,34,5,1
99,89,61,1
100,58,37,1
101,44,29,1
102,21,90,1
103,7,58,1
104,81,79,1
105,67,97,1
106,20,63,1
107,80,12,1
108,56,15,1
109,74,90,1
110,44,52,1
111,70,81,1
112,64,29,1
113,3,87,1
114,29,68,1
115,22,96,1
116,63,99,1
117,4,26,1
118,1,92,1
119,88,34,1
120,51,63,1
121,87,33,1
122,86,72,1
123,60,47,1
124,31,63,1
125,99,21,1
126,42,37,1
127,11,35,1
128,34,79,1
129,55,50,1
130,32,97,1
131,90,10,1
132,75,48,1
133,80,15,1
134,31,59,1
135,47,2,1
136,99,29,1
137,5,48,1
138,12,60,1
139,78,2,1
140,52,57,1
141,95,55,1
142,50,25,1
143,38,78,1
144,79,88,1
145,15,66,1
146,10,79,1
147,74,17,1
148,40,91,1
149,84,71,1
150,4,58,1
151,82,39,1
152,59,94,1
