1,90,58,1
2,63,57,1
3,11,24,1
4,51,49,1
5,38,49,1
6,96,52,1
7,61,54,1
8,87,14,1
9,45,23,1
10,12,26,1
11,80,72,1
12,88,35,1
13,67,99,1
14,28,86,1
15,46,78,1
16,61,51,1
17,87,55,1
18,41,9,1
19,62,67,1
20,3,18,1
21,68,48,1
22,56,45,1
23,99,7,1
24,36,98,1
25,34,34,1
26,69,23,1
27,55,65,1
28,45,99,1
29,52,22,1
30,10,2,1
31,35,82,1
32,43,30,1
33,39,19,1
34,15,34,1
35,87,10,1
36,39,37,1
37,94,89,1
38,77,92,1
39,45,43,1
40,17,29,1
41,4,41,1
42,78,30,1
43,53,21,1
44,74,71,1
45,43,46,1
46,94,53,1
47,38,57,1
48,24,35,1
49,93,94,1
50,98,11,1
51,36,62,1
52,90,34,1
53,53,45,1
54,29,80,1
55,74,33,1
56,50,84,1
57,97,90,1
58,39,6,1
59,54,13,1
60,48,6,1
61,27,33,1
62,71,85,1
63,6,52,1
64,99,87,1
65,36,63,1
66,86,58,1
67,45,49,1
68,32,75,1
69,10,38,1
70,67,43,1
71,40,84,1
72,96,47,1
73,31,62,1
74,76,34,1
75,32,99,1
76,82,8,1
77,84,44,1
78,10,6,1
79,64,57,1
80,92,97,1
81,95,95,1
82,68,46,1
83,80,31,1
84,82,4,1
85,96,57,1
86,38,67,1
87,29,84,1
88,14,77,1
89,76,54,1
90,42,8,1
91,75,45,1
92,20,58,1
93,29,87,1
94,7,8,1
95,92,78,1
96,80,83,1
97,94,6,1
98,63,82,1
99,54,71,1
100,41,1,1
101,32,10,1
102,10,87,1
103,35,73,1
104,18,34,1
105,67,23,1
106,75,52,1
107,13,33,1
108,82,60,1
109,99,28,1
110,30,42,1
111,10,54,1
112,80,99,1
113,87,18,1
114,46,63,1
115,69,15,1
116,77,82,1
117,55,26,1
118,78,52,1
119,13,54,1
120,43,2,1
121,49,38,1
122,94,11,1
123,70,75,1
124,10,17,1
125,1,38,1
126,64,55,1
127,25,78,1
128,39,31,1
129,59,6,1
130,57,74,1
131,63,86,1
132,6,44,1
133,13,46,1
134,28,80,1
135,54,72,1
136,54,22,1
137,82,56,1
138,88,63,1
139,22,19,1
140,17,86,1
141,83,15,1
142,92,42,1
143,61,29,1
144,55,12,1
145,94,7,1
146,14,55,1
147,8,64,1
148,81,95,1
149,98,23,1
150,29,1,1
151,83,75,1
152,45,92,1
153,9,34,1
154,23,5,1
155,34,32,1
156,92,12,1
157,31,70,1
158,91,46,1
159,17,48,1
160,37,2,1
161,3,41,1
162,79,86,1
163,37,5,1
164,63,74,1
165,63,30,1
166,91,75,1
167,64,21,1
168,58,97,1
169,45,77,1
170,90,46,1
171,87,66,1
172,51,10,1
173,49,47,1
174,12,73,1
175,96,61,1
176,56,9,1
177,90,69,1
178,43,33,1
179,6,72,1
180,23,19,1
181,1,32,1
182,49,58,1
183,48,17,1
184,87,63,1
185,79,34,1
186,99,6,1
187,24,38,1
188,1,5,1
189,62,64,1
190,41,92,1
191,80,5,1
192,97,29,1
193,41,96,1
194,5,77,1
195,16,76,1
196,61,27,1
197,30,36,1
198,64,44,1
199,26,4,1
200,45,18,1
201,79,33,1
202,29,32,1
203,87,43,1
204,40,60,1
205,82,72,1
206,52,96,1
207,39,62,1
208,76,99,1
209,8,77,1
210,5,61,1
211,29,94,1
212,75,29,1
213,49,36,1
214,32,22,1
215,98,12,1
216,74,28,1
217,18,99,1
218,5,99,1
219,44,96,1
220,27,51,1
221,15,60,1
222,40,29,1
223,7,37,1
224,92,4,1
225,27,93,1
226,57,95,1
227,37,6,1
228,43,18,1
229,82,18,1
230,25,90,1
231,95,79,1
232,51,91,1
233,10,45,1
234,89,24,1
235,64,78,1
236,49,79,1
237,96,86,1
238,39,89,1
239,7,27,1
240,24,29,1
241,99,8,1
242,17,5,1
243,7,78,1
244,80,75,1
245,52,36,1
246,73,80,1
247,38,76,1
248,62,56,1
249,47,30,1
250,30,7,1
251,81,61,1
252,53,0,1
253,86,70,1
254,76,93,1
255,49,10,1
256,26,80,1
257,3,73,1
258,74,32,1
259,56,33,1
260,2,6,1
261,94,81,1
262,99,86,1
263,64,49,1
264,1,83,1
265,5,11,1
266,47,52,1
267,34,50,1
268,93,46,1
269,25,98,1
270,76,57,1
271,23,88,1
272,82,32,1
273,59,88,1
274,5,20,1
275,49,60,1
276,96,7,1
277,66,18,1
278,85,63,1
279,66,22,1
280,13,28,1
281,24,49,1
282,73,12,1
283,83,85,1
284,9,33,1
285,60,71,1
286,20,59,1
287,79,28,1
288,62,4,1
289,99,93,1
290,2,66,1
291,48,70,1
292,69,59,1
293,72,64,1
294,30,88,1
295,60,32,1
296,67,76,1
297,66,75,1
298,44,83,1
299,34,51,1
300,47,29,1
301,47,4,1
302,44,92,1
303,47,20,1
304,28,90,1
305,38,29,1
306,31,98,1
307,59,96,1
308,10,55,1
309,53,16,1
310,18,65,1
311,40,69,1
312,31,39,1
313,88,68,1
314,6,21,1
315,88,66,1
316,43,34,1
317,73,82,1
318,17,78,1
319,25,92,1
320,3,78,1
321,70,3,1
322,90,23,1
323,64,45,1
324,67,71,1
325,50,22,1
326,8,29,1
327,6,73,1
328,88,13,1
329,23,15,1
330,99,27,1
331,16,12,1
332,52,7,1
333,63,22,1
334,87,88,1
