1,28,60,1
2,88,16,1
3,10,99,1
4,44,65,1
5,7,98,1
6,30,12,1
7,4,91,1
8,25,77,1
9,4,47,1
10,76,77,1
11,87,9,1
12,98,7,1
13,25,56,1
14,24,94,1
15,80,53,1
16,96,83,1
17,77,46,1
18,11,22,1
19,38,24,1
20,79,21,1
21,80,96,1
22,39,89,1
23,20,3,1
24,25,57,1
25,57,42,1
26,87,37,1
27,1,78,1
28,5,94,1
29,94,40,1
30,81,17,1
31,44,11,1
32,73,33,1
33,20,99,1
34,90,95,1
35,84,11,1
36,67,22,1
37,72,53,1
38,95,94,1
39,67,38,1
40,3,33,1
41,91,1,1
42,77,74,1
43,84,75,1
44,84,12,1
45,15,10,1
46,76,84,1
47,45,8,1
48,78,65,1
49,58,74,1
50,26,34,1
51,97,85,1
52,78,76,1
53,44,15,1
54,19,18,1
55,10,10,1
56,99,77,1
57,44,18,1
58,49,93,1
59,26,24,1
60,54,42,1
61,42,25,1
62,23,5,1
63,8,20,1
64,10,2,1
65,99,55,1
66,43,77,1
67,98,63,1
68,66,90,1
69,27,96,1
70,28,65,1
71,16,60,1
72,56,74,1
73,53,92,1
74,70,49,1
75,50,61,1
76,5,47,1
77,86,11,1
78,3,32,1
79,12,13,1
80,66,29,1
81,36,77,1
82,29,26,1
83,93,67,1
84,16,95,1
85,57,83,1
86,60,87,1
87,97,34,1
88,18,30,1
89,97,95,1
90,5,74,1
91,29,95,1
92,76,35,1
93,19,50,1
94,51,35,1
95,61,89,1
96,57,51,1
97,11,91,1
98,68,87,1
99,1,6,1
100,92,33,1
101,33,3,1
102,62,36,1
103,70,74,1
104,49,4,1
105,1,69,1
106,23,78,1
107,73,9,1
108,28,63,1
109,99,93,1
110,31,5,1
111,56,51,1
112,53,6,1
113,28,97,1
114,57,58,1
115,92,40,1
116,16,54,1
117,36,11,1
118,29,85,1
119,58,53,1
120,79,96,1
121,32,49,1
122,56,15,1
123,57,70,1
124,29,14,1
125,22,22,1
126,60,96,1
127,86,78,1
128,80,55,1
129,44,56,1
130,10,48,1
131,1,22,1
132,35,87,1
133,8,7,1
134,94,72,1
135,1,66,1
136,31,46,1
137,51,64,1
138,21,68,1
139,43,90,1
140,22,98,1
141,7,58,1
142,59,60,1
143,62,64,1
144,46,26,1
145,63,74,1
146,21,42,1
147,67,69,1
148,73,42,1
149,26,39,1
150,89,18,1
151,87,41,1
152,21,39,1
153,42,44,1
154,16,22,1
155,10,5,1
156,77,72,1
157,58,91,1
158,49,76,1
159,29,96,1
160,6,55,1
161,63,7,1
162,61,5,1
163,41,16,1
164,16,63,1
165,54,70,1
166,97,54,1
167,49,8,1
168,31,95,1
169,59,59,1
170,23,85,1
171,90,28,1
172,78,83,1
173,85,47,1
174,12,51,1
175,59,28,1
176,63,95,1
177,29,36,1
178,57,63,1
179,24,79,1
180,68,84,1
181,33,99,1
182,54,81,1
183,42,96,1
184,71,0,1
185,92,55,1
186,60,88,1
187,88,32,1
188,91,43,1
189,86,48,1
190,53,36,1
191,75,96,1
192,40,30,1
193,15,40,1
194,83,12,1
195,86,70,1
196,13,2,1
197,90,3,1
198,81,54,1
199,3,48,1
200,43,52,1
201,12,46,1
202,77,36,1
203,86,46,1
204,27,53,1
205,85,20,1
206,97,91,1
207,63,86,1
208,86,18,1
209,76,60,1
210,88,99,1
211,78,52,1
212,93,18,1
213,92,11,1
214,79,5,1
215,67,44,1
216,90,44,1
217,76,27,1
218,28,40,1
219,20,30,1
220,67,52,1
221,86,44,1
222,79,30,1
223,14,69,1
224,94,66,1
225,94,42,1
226,46,91,1
227,79,86,1
228,3,81,1
229,89,69,1
230,22,24,1
231,70,9,1
232,25,9,1
233,58,71,1
234,83,6,1
