3,203,1
6,35,1
9,199,1
10,146,1
14,283,1
16,93,1
17,115,1
17,176,1
19,306,1
21,173,1
24,267,1
28,40,1
34,121,1
35,6,1
37,226,1
37,304,1
40,28,1
42,65,1
42,231,1
43,250,1
44,256,1
48,85,1
57,297,1
62,136,1
65,42,1
65,231,1
66,273,1
71,243,1
75,317,1
77,249,1
81,212,1
82,102,1
85,48,1
86,106,1
86,195,1
86,225,1
88,216,1
90,195,1
90,225,1
93,16,1
101,184,1
101,201,1
101,237,1
102,82,1
102,274,1
104,165,1
106,86,1
107,287,1
112,117,1
115,17,1
116,118,1
116,283,1
117,112,1
118,116,1
118,283,1
121,34,1
127,210,1
128,238,1
131,218,1
136,62,1
146,10,1
150,191,1
155,210,1
156,217,1
158,301,1
165,104,1
166,292,1
168,250,1
173,21,1
175,254,1
176,17,1
184,101,1
184,201,1
191,150,1
195,86,1
195,90,1
195,225,1
199,9,1
201,101,1
201,184,1
203,3,1
210,127,1
210,155,1
212,81,1
216,88,1
217,156,1
218,131,1
221,307,1
225,86,1
225,90,1
225,195,1
226,37,1
231,42,1
231,65,1
237,101,1
238,128,1
243,71,1
248,257,1
249,77,1
250,43,1
250,168,1
254,175,1
256,44,1
257,248,1
267,24,1
273,66,1
274,102,1
283,14,1
283,116,1
283,118,1
285,323,1
287,107,1
292,166,1
297,57,1
301,158,1
304,37,1
304,305,1
305,304,1
306,19,1
307,221,1
317,75,1
323,285,1
14,118,2
17,115,2
21,193,2
34,157,2
37,305,2
42,65,2
42,231,2
51,190,2
65,42,2
65,231,2
66,196,2
89,299,2
92,239,2
96,135,2
101,201,2
101,237,2
102,82,2
118,14,2
119,169,2
121,157,2
122,226,2
134,199,2
135,96,2
137,138,2
138,137,2
149,284,2
151,158,2
157,34,2
157,121,2
158,151,2
169,119,2
173,257,2
185,207,2
190,51,2
193,21,2
196,66,2
196,273,2
199,134,2
201,101,2
201,184,2
207,185,2
222,324,2
224,255,2
224,261,2
225,90,2
225,195,2
